0.697,0.688,0.703,0.689,0.693,0.677,0.686,0.668
0.699,0.703,0.688,0.695,0.676,0.686,0.690,0.687
0.678,0.706,0.666,0.697,0.678,0.682,0.701,0.669
0.694,0.683,0.691,0.685,0.664,0.695,0.687,0.700
0.674,0.685,0.679,0.697,0.681,0.700,0.682,0.682
0.684,0.667,0.669,0.668,0.674,0.687,0.666,0.666
0.698,0.700,0.686,0.623,0.697,0.671,0.684,0.688
0.682,0.700,0.696,0.689,0.690,0.692,0.704,0.691
