0.248,0.334,0.170,0.763,0.703,0.3
0.221,0.182,0.159,0.744,0.703,0.2
0.087,0.169,0.134,0.698,0.706,0.2
0.173,0.017,0.023,0.673,0.700,0.8
0.052,0.071,0.072,0.675,0.700,0.6
0.603,0.864,0.858,0.911,0.687,0.6
0,0.002,0,0.686,0.700,0.2
0.027,0,0.010,0.670,0.712,0
